id,SHA,command,environment,expected,exit,elapsed_ms,evidence_level,source_ledger
p5-start,172da62b63f70d406ffad69893851a01b042ffc4,"['pg_ctl', '-D', '/tmp/a8dr-pg-6cn4x7la/source', '-l', '/tmp/a8dr-pg-6cn4x7la/source.log', '-w', 'start']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-6cn4x7la/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-6cn4x7la/socket', 'PGPORT': '55440', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,107.629257,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p5-create-db,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'postgres', '-tAXc', 'CREATE DATABASE payesh']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-6cn4x7la/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-6cn4x7la/socket', 'PGPORT': '55440', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,18.448767,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p5-seed,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""CREATE TABLE users(id int primary key, value text); INSERT INTO users SELECT i,'run5-'||i FROM generate_series(1,10)i;CREATE TABLE schools(id int primary key, value text); INSERT INTO schools SELECT i,'run5-'||i FROM generate_series(1,10)i;CREATE TABLE classes(id int primary key, value text); INSERT INTO classes SELECT i,'run5-'||i FROM generate_series(1,10)i;CREATE TABLE grades(id int primary key, value text); INSERT INTO grades SELECT i,'run5-'||i FROM generate_series(1,10)i;CREATE TABLE attendance(id int primary key, value text); INSERT INTO attendance SELECT i,'run5-'||i FROM generate_series(1,10)i""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-6cn4x7la/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-6cn4x7la/socket', 'PGPORT': '55440', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,9.405087,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p5-stanza,172da62b63f70d406ffad69893851a01b042ffc4,"['pgbackrest', '--stanza=payesh', 'stanza-create']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-6cn4x7la/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-6cn4x7la/socket', 'PGPORT': '55440', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,9.888842,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p5-backup,172da62b63f70d406ffad69893851a01b042ffc4,"['pgbackrest', '--stanza=payesh', '--type=full', 'backup']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-6cn4x7la/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-6cn4x7la/socket', 'PGPORT': '55440', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,1753.425843,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p5-info,172da62b63f70d406ffad69893851a01b042ffc4,"['pgbackrest', '--stanza=payesh', '--output=json', 'info']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-6cn4x7la/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-6cn4x7la/socket', 'PGPORT': '55440', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,5.164083,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p5-before-target,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""INSERT INTO users VALUES(11,'keep'); SELECT pg_create_restore_point('arena_target');""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-6cn4x7la/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-6cn4x7la/socket', 'PGPORT': '55440', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,9.595406,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p5-expected,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""SELECT count(*),md5(string_agg(users::text,'|' ORDER BY id)) FROM users""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-6cn4x7la/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-6cn4x7la/socket', 'PGPORT': '55440', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,5.853631,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p5-after-target,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""INSERT INTO users VALUES(12,'must-not-restore'); SELECT pg_switch_wal();""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-6cn4x7la/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-6cn4x7la/socket', 'PGPORT': '55440', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,14.426459,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p5-archive-check,172da62b63f70d406ffad69893851a01b042ffc4,"['pgbackrest', '--stanza=payesh', 'check']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-6cn4x7la/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-6cn4x7la/socket', 'PGPORT': '55440', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,316.756332,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p5-restore-time,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/pitr-restore.sh', '--time', '2026-09-23 00:00:00+00', '--no-start', '--dest', '/tmp/a8dr-pg-6cn4x7la/time']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-6cn4x7la/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-6cn4x7la/socket', 'PGPORT': '55440', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Timestamp remains single argv value; no command parsing failure. Actual recovery target availability checked separately.,48,11.687716,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p5-restore-latest,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/pitr-restore.sh', '--latest', '--no-start', '--dest', '/tmp/a8dr-pg-6cn4x7la/latest']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-6cn4x7la/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-6cn4x7la/socket', 'PGPORT': '55440', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Documented latest option mapped to valid pgBackRest restore type.,32,11.616676,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p5-restore-native,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/pitr-restore.sh', '--native', '--time', '2026-09-23 00:00:00+00', '--no-start', '--dest', '/tmp/a8dr-pg-6cn4x7la/native']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-6cn4x7la/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-6cn4x7la/socket', 'PGPORT': '55440', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Runbook documented command accepted; currently unsupported flag.,1,2.717331,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p5-restore-name,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/pitr-restore.sh', '--name', 'arena_target', '--no-start', '--dest', '/tmp/a8dr-pg-6cn4x7la/restore', '--port', '55441']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-6cn4x7la/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-6cn4x7la/socket', 'PGPORT': '55440', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Named restore copies backup; no-start does NOT certify replay/promote.,0,284.887462,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p5-target-original-start,172da62b63f70d406ffad69893851a01b042ffc4,"['pg_ctl', '-D', '/tmp/a8dr-pg-6cn4x7la/restore/pitr-20260922-211337-5669/data', '-o', '-c config_file=/tmp/a8dr-pg-6cn4x7la/restore/pitr-20260922-211337-5669/etc/postgresql.conf', '-l', '/tmp/a8dr-pg-6cn4x7la/restore/pitr-20260922-211337-5669/original.log', '-w', 'start']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-6cn4x7la/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-6cn4x7la/socket', 'PGPORT': '55440', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Unmodified generated restore config boots and replays WAL for separate target.,1,108.112502,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p5-target-start,172da62b63f70d406ffad69893851a01b042ffc4,"['pg_ctl', '-D', '/tmp/a8dr-pg-6cn4x7la/restore/pitr-20260922-211337-5669/data', '-o', '-c config_file=/tmp/a8dr-pg-6cn4x7la/restore/pitr-20260922-211337-5669/etc/postgresql.conf -c recovery_target_action=promote -c max_connections=100', '-l', '/tmp/a8dr-pg-6cn4x7la/restore/pitr-20260922-211337-5669/target.log', '-w', 'start']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-6cn4x7la/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-6cn4x7la/socket', 'PGPORT': '55440', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,108.783723,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p5-actual,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""SELECT count(*),md5(string_agg(users::text,'|' ORDER BY id)) FROM users""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-6cn4x7la/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-6cn4x7la/restore/pitr-20260922-211337-5669/run', 'PGPORT': '55441', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Dataset count/hash equal expected committed target manifest; see comparison JSON.,0,6.062108,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p5-source-identity,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""SELECT current_database(),current_setting('data_directory'),system_identifier FROM pg_control_system()""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-6cn4x7la/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-6cn4x7la/socket', 'PGPORT': '55440', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,5.599051,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p5-target-identity,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""SELECT current_database(),current_setting('data_directory'),system_identifier FROM pg_control_system()""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-6cn4x7la/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-6cn4x7la/restore/pitr-20260922-211337-5669/run', 'PGPORT': '55441', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,5.941244,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p5-verify-correct,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/pitr-verify.sh']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-6cn4x7la/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-6cn4x7la/restore/pitr-20260922-211337-5669/run', 'PGPORT': '55441', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,66.352038,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p5-verify-wrong-source,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/pitr-verify.sh']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-6cn4x7la/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-6cn4x7la/socket', 'PGPORT': '55440', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Evidence gate must distinguish wrong target/dataset from approved restore target; current verifier lacks expected identity inputs.,0,60.895991,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p5-verify-postgres-db,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/pitr-verify.sh']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-6cn4x7la/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-6cn4x7la/restore/pitr-20260922-211337-5669/run', 'PGPORT': '55441', 'PGUSER': 'user', 'PGDATABASE': 'postgres'}",Wrong database without required tables rejected; wrapper currently forces this DB.,1,54.783936,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p5-promote-primary-guard,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/failover-postgres.sh', '--dry-run']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-6cn4x7la/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-6cn4x7la/restore/pitr-20260922-211337-5669/run', 'PGPORT': '55441', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Already-primary target rejected.,1,7.220939,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p5-basebackup,172da62b63f70d406ffad69893851a01b042ffc4,"['pg_basebackup', '-h', '/tmp/a8dr-pg-6cn4x7la/socket', '-p', '55440', '-U', 'user', '-D', '/tmp/a8dr-pg-6cn4x7la/standby', '-R', '-X', 'stream', '-c', 'fast']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-6cn4x7la/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-6cn4x7la/socket', 'PGPORT': '55440', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,70.973864,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p5-standby-start,172da62b63f70d406ffad69893851a01b042ffc4,"['pg_ctl', '-D', '/tmp/a8dr-pg-6cn4x7la/standby', '-o', '-p 55444 -k /tmp/a8dr-pg-6cn4x7la/standby-socket -c archive_mode=off', '-l', '/tmp/a8dr-pg-6cn4x7la/standby.log', '-w', 'start']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-6cn4x7la/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-6cn4x7la/socket', 'PGPORT': '55440', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,108.23892,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p5-standby-before,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""SELECT pg_is_in_recovery(),count(*),md5(string_agg(users::text,'|' ORDER BY id)) FROM users""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-6cn4x7la/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-6cn4x7la/standby-socket', 'PGPORT': '55444', 'PGUSER': 'user', 'PGDATABASE': 'payesh', 'OLD_PGHOST': '/tmp/a8dr-pg-6cn4x7la/socket', 'OLD_PGPORT': '55440'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,11.718525,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p5-stop-source,172da62b63f70d406ffad69893851a01b042ffc4,"['pg_ctl', '-D', '/tmp/a8dr-pg-6cn4x7la/source', '-m', 'immediate', '-w', 'stop']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-6cn4x7la/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-6cn4x7la/socket', 'PGPORT': '55440', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,101.739013,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p5-promote,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/failover-postgres.sh']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-6cn4x7la/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-6cn4x7la/standby-socket', 'PGPORT': '55444', 'PGUSER': 'user', 'PGDATABASE': 'payesh', 'OLD_PGHOST': '/tmp/a8dr-pg-6cn4x7la/socket', 'OLD_PGPORT': '55440'}","Stopped old primary -> promote real standby; exit 0, correct role/data on independent query.",0,132.267981,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p5-standby-after,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""SELECT pg_is_in_recovery(),count(*),md5(string_agg(users::text,'|' ORDER BY id)) FROM users""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-6cn4x7la/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-6cn4x7la/standby-socket', 'PGPORT': '55444', 'PGUSER': 'user', 'PGDATABASE': 'payesh', 'OLD_PGHOST': '/tmp/a8dr-pg-6cn4x7la/socket', 'OLD_PGPORT': '55440'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,6.194734,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p5-restore-corrupt,172da62b63f70d406ffad69893851a01b042ffc4,"['pgbackrest', '--stanza=payesh', '--pg1-path=/tmp/a8dr-pg-6cn4x7la/bad-target', '--type=immediate', 'restore']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-6cn4x7la/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-6cn4x7la/socket', 'PGPORT': '55440', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Relevant nonempty corrupted archive data must fail restore. Earlier zero-data-file mutation is a disclosed ineffective control, not proof of bypass.",0,299.909465,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p5-stop-standby,172da62b63f70d406ffad69893851a01b042ffc4,"['pg_ctl', '-D', '/tmp/a8dr-pg-6cn4x7la/standby', '-m', 'immediate', '-w', 'stop']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-6cn4x7la/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-6cn4x7la/socket', 'PGPORT': '55440', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,101.727688,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p5-stop-data,172da62b63f70d406ffad69893851a01b042ffc4,"['pg_ctl', '-D', '/tmp/a8dr-pg-6cn4x7la/restore/pitr-20260922-211337-5669/data', '-m', 'immediate', '-w', 'stop']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-6cn4x7la/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-6cn4x7la/socket', 'PGPORT': '55440', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,101.754797,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p6-init,172da62b63f70d406ffad69893851a01b042ffc4,"['initdb', '-D', '/tmp/a8dr-pg-3jzz4yhf/source', '-A', 'trust', '--no-locale']",{},"Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,321.612347,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p6-start,172da62b63f70d406ffad69893851a01b042ffc4,"['pg_ctl', '-D', '/tmp/a8dr-pg-3jzz4yhf/source', '-l', '/tmp/a8dr-pg-3jzz4yhf/source.log', '-w', 'start']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-3jzz4yhf/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-3jzz4yhf/socket', 'PGPORT': '55442', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,108.575764,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p6-create-db,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'postgres', '-tAXc', 'CREATE DATABASE payesh']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-3jzz4yhf/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-3jzz4yhf/socket', 'PGPORT': '55442', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,19.920587,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p6-seed,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""CREATE TABLE users(id int primary key, value text); INSERT INTO users SELECT i,'run6-'||i FROM generate_series(1,10)i;CREATE TABLE schools(id int primary key, value text); INSERT INTO schools SELECT i,'run6-'||i FROM generate_series(1,10)i;CREATE TABLE classes(id int primary key, value text); INSERT INTO classes SELECT i,'run6-'||i FROM generate_series(1,10)i;CREATE TABLE grades(id int primary key, value text); INSERT INTO grades SELECT i,'run6-'||i FROM generate_series(1,10)i;CREATE TABLE attendance(id int primary key, value text); INSERT INTO attendance SELECT i,'run6-'||i FROM generate_series(1,10)i""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-3jzz4yhf/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-3jzz4yhf/socket', 'PGPORT': '55442', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,10.083051,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p6-stanza,172da62b63f70d406ffad69893851a01b042ffc4,"['pgbackrest', '--stanza=payesh', 'stanza-create']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-3jzz4yhf/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-3jzz4yhf/socket', 'PGPORT': '55442', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,10.496825,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p6-backup,172da62b63f70d406ffad69893851a01b042ffc4,"['pgbackrest', '--stanza=payesh', '--type=full', 'backup']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-3jzz4yhf/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-3jzz4yhf/socket', 'PGPORT': '55442', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,1376.398083,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p6-info,172da62b63f70d406ffad69893851a01b042ffc4,"['pgbackrest', '--stanza=payesh', '--output=json', 'info']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-3jzz4yhf/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-3jzz4yhf/socket', 'PGPORT': '55442', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,5.184505,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p6-before-target,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""INSERT INTO users VALUES(11,'keep'); SELECT pg_create_restore_point('arena_target');""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-3jzz4yhf/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-3jzz4yhf/socket', 'PGPORT': '55442', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,9.85198,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p6-expected,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""SELECT count(*),md5(string_agg(users::text,'|' ORDER BY id)) FROM users""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-3jzz4yhf/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-3jzz4yhf/socket', 'PGPORT': '55442', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,6.131632,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p6-after-target,172da62b63f70d406ffad69893851a01b042ffc4,"['psql', '-v', 'ON_ERROR_STOP=1', '-d', 'payesh', '-tAXc', ""INSERT INTO users VALUES(12,'must-not-restore'); SELECT pg_switch_wal();""]","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-3jzz4yhf/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-3jzz4yhf/socket', 'PGPORT': '55442', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,15.495325,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p6-archive-check,172da62b63f70d406ffad69893851a01b042ffc4,"['pgbackrest', '--stanza=payesh', 'check']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-3jzz4yhf/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-3jzz4yhf/socket', 'PGPORT': '55442', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}","Setup/control: command performs stated operation; interpret stdout and independent semantic checks, not exit alone.",0,318.357178,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p6-restore-time,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/pitr-restore.sh', '--time', '2026-09-23 00:00:00+00', '--no-start', '--dest', '/tmp/a8dr-pg-3jzz4yhf/time']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-3jzz4yhf/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-3jzz4yhf/socket', 'PGPORT': '55442', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Timestamp remains single argv value; no command parsing failure. Actual recovery target availability checked separately.,48,12.802063,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
p6-restore-latest,172da62b63f70d406ffad69893851a01b042ffc4,"['bash', 'tools/pitr-restore.sh', '--latest', '--no-start', '--dest', '/tmp/a8dr-pg-3jzz4yhf/latest']","{'PGBACKREST_CONFIG': '/tmp/a8dr-pg-3jzz4yhf/pbr.conf', 'PGHOST': '/tmp/a8dr-pg-3jzz4yhf/socket', 'PGPORT': '55442', 'PGUSER': 'user', 'PGDATABASE': 'payesh'}",Documented latest option mapped to valid pgBackRest restore type.,32,12.61305,E3 LOCAL REAL BINARIES (not E4),ledger-final-lab.json
